"","ZD01","ZD02","ZD03","ZD04","ZG01","ZG02","ZG03","ZG04","ZP01","ZP02","ZP03","ZP04","ZS01","ZS02","ZS03","ZS04","ZW01","ZW02","ZW03","ZW04","Consensus.Lineage"
"Otu1148",1,2,4,6,2,0,2,0,14,2,0,5,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__"
"Otu2692",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu2966",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__"
"Otu3104",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"Otu971",0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__"
"Otu1728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__; g__; s__"
"Otu718",0,0,0,0,0,0,0,1,1,9,15,14,6,0,2,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu2511",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales"
"Otu1103",0,0,0,0,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu1186",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu435",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__"
"Otu10",0,0,0,0,3,0,0,0,4711,3126,3195,2307,518,355,337,1317,3,16,6,18,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu1301",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__"
"Otu731",0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__"
"Otu658",0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"Otu2151",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"Otu1025",0,0,0,0,0,0,0,0,9,2,12,1,0,1,0,3,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"Otu1648",0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__"
"Otu1707",0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae"
"Otu1996",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,1,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu1986",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__"
"Otu1363",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__"
"Otu2494",0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales"
"Otu3025",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__AKYG1722; f__; g__; s__"
"Otu1469",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Pleomorphomonas; s__"
"Otu2339",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__"
"Otu2149",0,0,0,0,0,0,5,1,12,8,22,17,1,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__"
"Otu1381",0,0,0,0,0,1,0,0,10,9,2,5,0,0,1,2,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu2305",0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu1726",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,"k__Bacteria; p__Actinobacteria"
"Otu2084",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
"Otu791",2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
"Otu1386",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__"
"Otu338",1,0,0,2,8,2,9,9,0,0,0,0,0,0,0,0,0,0,2,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__"
"Otu1616",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae"
"Otu1426",0,0,0,0,0,0,0,0,1,2,1,12,2,0,2,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales"
"Otu1933",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu2768",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__"
"Otu1379",0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,2,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__"
"Otu1392",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__"
"Otu499",0,0,0,0,0,1,0,0,21,86,61,50,26,6,18,18,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__"
"Otu911",0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
"Otu782",0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,47,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu1691",0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"Otu1202",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu2282",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__bacteriovorus"
"Otu2640",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__"
"Otu2457",1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__"
"Otu673",0,0,0,0,0,0,1,0,4,14,4,15,2,3,2,5,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales"
"Otu1347",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,"k__Bacteria"
"Otu1356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Microthrixaceae; g__; s__"
"Otu1346",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu2189",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu1121",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Nannocystis; s__"
"Otu1015",0,0,0,0,1,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu1498",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__"
"Otu2245",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__"
"Otu2886",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"Otu1845",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"Otu1339",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__"
"Otu2642",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"Otu1214",0,0,0,0,0,0,0,0,18,0,3,4,0,0,0,0,0,1,2,1,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu2519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__"
"Otu1700",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"Otu2702",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__"
"Otu2199",0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2594",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu346",0,0,0,0,2,7,2,18,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales"
"Otu1219",0,0,0,0,0,0,0,1,4,6,7,1,10,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae"
"Otu1819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"Otu1288",0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"Otu1468",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__AKYG1722; f__; g__; s__"
"Otu2146",1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu1532",0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__"
"Otu693",0,0,0,0,0,0,0,0,24,18,12,5,11,7,8,58,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__"
"Otu1699",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"Otu1082",1,0,0,1,0,1,0,0,1,1,2,0,0,0,0,1,0,1,2,0,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu490",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae"
"Otu1799",0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__"
"Otu1442",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu1114",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria"
"Otu2995",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"Otu3069",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"Otu2128",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu2471",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__"
"Otu1989",0,0,0,0,0,0,0,0,7,5,4,0,1,0,2,11,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales"
"Otu646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu432",0,0,0,0,0,0,0,0,36,36,25,38,8,0,12,33,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu580",0,0,0,0,0,0,0,0,9,22,10,7,3,1,2,5,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu1398",0,0,0,0,0,0,0,0,2,0,4,4,0,0,2,4,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu873",0,0,0,0,0,0,0,2,32,61,34,37,13,5,8,19,0,0,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu5",0,0,0,0,0,0,0,0,4544,3207,2108,3445,1313,1326,1095,2833,0,13,7,18,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae"
"Otu444",0,0,0,0,0,0,0,0,1,19,15,10,5,2,4,14,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__"
"Otu2067",0,0,0,0,3,0,0,3,287,477,359,533,160,66,71,282,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu34",0,0,0,0,0,0,3,3,1252,1387,844,1225,288,161,154,579,193,335,129,179,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu372",0,0,0,0,0,0,0,0,221,290,111,185,55,52,49,165,0,0,1,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu72",0,0,0,0,0,0,0,0,1776,1315,1295,1371,581,294,297,1097,1,0,0,1,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu1027",0,0,0,0,0,0,0,0,555,719,728,695,894,666,512,1721,4,1,1,4,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu1484",0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,"k__Bacteria"
"Otu203",0,0,0,0,0,0,0,0,71,131,88,82,29,9,25,50,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu23",0,0,0,0,0,0,0,0,3351,5166,4242,3924,2712,1565,1624,4152,0,2,4,2,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu32",0,0,0,0,0,0,0,0,1242,1924,1143,1203,547,376,314,1156,1,0,0,3,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu433",0,0,0,0,0,0,0,0,8,7,3,5,29,6,14,118,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu2040",0,0,0,0,0,0,0,0,480,314,357,350,58,64,36,171,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1935",0,0,0,0,0,0,0,0,136,292,262,168,224,136,120,318,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu866",0,0,0,0,0,0,0,0,41,19,12,19,10,5,5,8,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu12",0,0,0,0,0,0,0,0,1811,1738,1057,1634,348,245,292,678,0,8,3,4,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu16",0,0,0,0,1,0,0,0,818,677,556,717,358,187,234,845,20,10,16,6,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu104",0,0,0,0,0,0,0,0,503,570,462,371,148,76,73,255,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu8",0,0,0,0,0,0,0,0,6749,4556,4156,5721,1673,944,954,2651,0,0,0,1,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu78",0,0,0,0,0,0,0,0,1193,1201,794,1063,424,216,197,730,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu386",0,0,0,0,0,0,0,0,37,56,22,42,10,10,14,27,1,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae"
"Otu2408",0,0,0,0,0,0,0,0,8,57,41,28,35,15,23,62,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu2624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"Otu1316",0,0,0,0,0,0,0,0,425,422,330,524,173,153,118,363,0,0,0,2,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae"
"Otu105",0,0,0,0,0,0,0,0,682,551,345,593,81,90,62,208,3,1,2,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidocella; s__"
"Otu1656",0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"Otu89",0,0,0,0,0,0,0,0,290,423,270,432,189,63,162,356,9,2,0,4,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu183",0,0,0,0,0,0,0,0,197,80,54,96,9,9,11,21,1,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu621",0,0,0,0,0,0,0,0,39,25,24,27,8,13,5,5,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"Otu1916",0,0,0,0,0,1,0,0,632,313,273,345,142,63,70,241,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae"
"Otu143",0,0,0,0,0,0,0,0,241,162,89,202,13,18,9,33,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu2777",0,0,0,0,0,0,0,0,290,222,206,224,69,21,38,167,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1451",0,0,0,0,0,0,0,0,894,683,681,860,238,136,154,559,0,1,2,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu734",0,0,0,0,0,0,0,0,6,11,6,24,5,3,8,7,0,1,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales"
"Otu1412",0,3,0,0,0,0,0,0,2,5,3,0,2,2,0,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"Otu168",0,0,0,0,0,0,0,0,51,11,25,41,8,2,3,12,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu247",0,0,0,0,0,0,0,0,170,54,25,61,10,2,1,16,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu369",0,0,0,0,0,2,0,0,54,68,34,47,23,10,10,25,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Bryocella; s__elongata"
"Otu97",0,1,0,0,0,0,0,0,185,376,305,223,82,32,58,251,5,11,1,10,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu321",0,0,0,0,0,0,0,0,48,139,56,68,29,7,12,49,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales"
"Otu800",0,0,0,0,0,0,0,0,23,24,25,49,12,7,10,51,0,0,0,0,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu115",0,0,0,0,0,0,0,0,560,395,356,558,83,72,43,167,6,2,8,2,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu710",0,0,0,0,0,0,0,0,10,8,10,13,6,0,3,2,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu2048",0,0,0,0,0,0,0,0,125,151,119,191,40,18,23,79,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu496",0,0,0,0,0,0,0,0,11,12,9,18,4,2,1,16,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
